Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject;objectSize
11.7046369;2.8455771;6;;0.002470556;45;;(4.8, 3.4);8.469227
11.7046369;2.8455771;6;;-0.002590411;45;;(5.2, 4.2);8.469227
11.7051392;2.8460794;6;;-0.1692741;45;;(4.7, 6.2);8.469227
11.7051392;2.8460794;6;;-0.002470546;45;;(4.0, 5.8);8.469227
11.7051392;2.8460794;6;;0.002590434;45;;(3.8, 3.9);8.469227
11.7933731;2.9343133;6;;-7.120074E-05;30;;(12.2, 6.4);23.49317
11.7938743;2.9348145;6;;0.001859451;30;;(7.9, 4.9);23.49317
11.7938743;2.9348145;6;;-0.236453;30;;(8.1, 3.5);23.49317
11.7938743;2.9348145;6;;7.120074E-05;30;;(12.7, 3.4);23.49317
11.7938743;2.9348145;6;;-0.001859486;30;;(19.0, 3.6);23.49317
11.7938743;2.9348145;6;;0.004882291;45;;(4.9, 3.5);8.469223
11.7938743;2.9348145;6;;-0.04986805;45;;(5.1, 4.4);8.469223
11.7938743;2.9348145;6;;-0.2374646;45;;(4.6, 6.2);8.469223
11.7943754;2.9353156;6;;-0.004882281;45;;(4.0, 5.6);8.469223
11.7943754;2.9353156;6;;0.04986729;45;;(3.8, 3.8);8.469223
11.8856184;3.0265586;6;;-0.0001424015;30;;(12.5, 6.4);23.49316
11.8856184;3.0265586;6;;0.003718902;30;;(8.0, 5.0);23.49316
11.8856184;3.0265586;6;;-0.3062393;30;;(8.0, 3.6);23.49316
11.8861197;3.0270599;6;;0.0001424015;30;;(12.5, 3.4);23.49316
11.8861197;3.0270599;6;;-0.003718971;30;;(18.8, 3.6);23.49316
11.8861197;3.0270599;6;;0.009764583;45;;(4.9, 3.5);8.469227
11.8861197;3.0270599;6;;-0.09973611;45;;(5.1, 4.4);8.469227
11.8861197;3.0270599;6;;-0.3082626;45;;(4.6, 6.3);8.469227
11.8861197;3.0270599;6;;-0.009764562;45;;(3.9, 5.5);8.469227
11.8866207;3.0275609;6;;0.09973459;45;;(3.8, 3.7);8.469227
11.9738528;3.114793;6;;0.03270848;30;;(12.8, 6.4);23.49317
11.9743541;3.1152943;6;;0.0468054;30;;(8.1, 5.1);23.49317
11.9743541;3.1152943;6;;-0.3250925;30;;(7.9, 3.6);23.49317
11.9743541;3.1152943;6;;-0.03270848;30;;(12.2, 3.4);23.49317
11.9743541;3.1152943;6;;-0.04680555;30;;(18.6, 3.5);23.49317
11.9743541;3.1152943;6;;0.05301725;45;;(5.0, 3.5);8.469227
11.9743541;3.1152943;6;;-0.1193595;45;;(5.1, 4.6);8.469227
11.9748558;3.115796;6;;-0.3283963;45;;(4.5, 6.4);8.469227
11.9748558;3.115796;6;;-0.05301725;45;;(3.9, 5.4);8.469227
11.9748558;3.115796;6;;0.119358;45;;(3.8, 3.6);8.469227
12.062088;3.2030282;6;;0.01423248;30;;(13.1, 6.4);23.49318
12.062088;3.2030282;6;;0.01748352;30;;(8.2, 5.2);23.49318
12.062088;3.2030282;6;;-0.3067432;30;;(7.8, 3.6);23.49318
12.0625887;3.2035289;6;;-0.0142325;30;;(11.9, 3.4);23.49318
12.0625887;3.2035289;6;;-0.01748377;30;;(18.4, 3.5);23.49318
12.0625887;3.2035289;6;;0.02328329;45;;(5.0, 3.5);8.469223
12.0625887;3.2035289;6;;-0.1018705;45;;(5.1, 4.7);8.469223
12.0625887;3.2035289;6;;-0.3104729;45;;(4.5, 6.4);8.469223
12.0630905;3.2040307;6;;-0.0232833;45;;(3.9, 5.2);8.469223
12.0630905;3.2040307;6;;0.101869;45;;(3.8, 3.6);8.469223
12.1423008;3.283241;6;;0.004054435;30;;(13.4, 6.4);23.49317
12.1428025;3.2837427;6;;0.04298435;30;;(8.3, 5.3);23.49317
12.1428025;3.2837427;6;;-0.2972234;30;;(7.7, 3.6);23.49317
12.1428025;3.2837427;6;;-0.004054429;30;;(11.6, 3.4);23.49317
12.1428025;3.2837427;6;;-0.04298463;30;;(18.2, 3.5);23.49317
12.1433033;3.2842435;6;;0.0480902;45;;(5.0, 3.5);8.469223
12.1433033;3.2842435;6;;-0.09410684;45;;(5.1, 4.8);8.469223
12.1433033;3.2842435;6;;-0.3033026;45;;(4.4, 6.4);8.469223
12.1433033;3.2842435;6;;-0.04809022;45;;(3.9, 5.1);8.469223
12.1433033;3.2842435;6;;0.09410537;45;;(3.8, 3.6);8.469223
12.2240179;3.3649581;6;;-0.001462016;30;;(13.7, 6.4);23.49316
12.2240179;3.3649581;6;;0.07894837;30;;(8.4, 5.3);23.49316
12.2240179;3.3649581;6;;-0.2917859;30;;(7.7, 3.6);23.49316
12.2245197;3.3654599;6;;0.001462045;30;;(11.4, 3.4);23.49316
12.2245197;3.3654599;6;;-0.07894865;30;;(18.0, 3.5);23.49316
12.2245197;3.3654599;6;;0.08335064;45;;(5.1, 3.6);8.469219
12.2245197;3.3654599;6;;-0.09022882;45;;(5.0, 5.0);8.469219
12.2245197;3.3654599;6;;-0.3004967;45;;(4.4, 6.4);8.469219
12.2245197;3.3654599;6;;-0.08335069;45;;(3.8, 4.9);8.469219
12.2250209;3.3659611;6;;0.09022737;45;;(3.8, 3.6);8.469219
12.3012234;3.4421636;6;;0.006540278;30;;(13.9, 6.3);23.49317
12.3012234;3.4421636;6;;0.08728307;30;;(8.6, 5.4);23.49317
12.3017249;3.4426651;6;;-0.2962091;30;;(7.6, 3.7);23.49317
12.3017249;3.4426651;6;;-0.006540232;30;;(11.1, 3.4);23.49317
12.3017249;3.4426651;6;;-0.08728334;30;;(17.7, 3.5);23.49317
12.3017249;3.4426651;6;;0.09218538;45;;(5.1, 3.6);8.469223
12.3017249;3.4426651;6;;-0.09121847;45;;(5.0, 5.1);8.469223
12.3017249;3.4426651;6;;-0.2873358;45;;(4.3, 6.4);8.469223
12.3022267;3.4431669;6;;-0.09218548;45;;(3.8, 4.8);8.469223
12.3022267;3.4431669;6;;0.09121703;45;;(3.9, 3.5);8.469223
12.3799326;3.5208728;6;;0.02709402;30;;(14.2, 6.3);23.49318
12.3799326;3.5208728;6;;0.05313043;30;;(8.7, 5.5);23.49318
12.3804341;3.5213743;6;;-0.3161794;30;;(7.6, 3.7);23.49318
12.3804341;3.5213743;6;;-0.02709397;30;;(10.9, 3.4);23.49318
12.3804341;3.5213743;6;;-0.05313068;30;;(17.5, 3.5);23.49318
12.3804341;3.5213743;6;;0.05798246;45;;(5.1, 3.6);8.469227
12.3804341;3.5213743;6;;-0.1106262;45;;(5.0, 5.2);8.469227
12.3804341;3.5213743;6;;-0.2570612;45;;(4.3, 6.4);8.469227
12.3809357;3.5218759;6;;-0.05798262;45;;(3.8, 4.6);8.469227
12.3809357;3.5218759;6;;0.1106247;45;;(3.9, 3.5);8.469227
12.4606475;3.6015877;6;;0.04842941;30;;(14.5, 6.3);23.49317
12.4606475;3.6015877;6;;0.01502594;30;;(8.8, 5.6);23.49317
12.4606475;3.6015877;6;;-0.3380224;30;;(7.5, 3.8);23.49317
12.4606475;3.6015877;6;;-0.04842936;30;;(10.7, 3.4);23.49317
12.461149;3.6020892;6;;-0.01502617;30;;(17.3, 3.5);23.49317
12.461149;3.6020892;6;;0.01988199;45;;(5.1, 3.7);8.469223
12.461149;3.6020892;6;;-0.1328867;45;;(5.0, 5.4);8.469223
12.461149;3.6020892;6;;-0.2238169;45;;(4.2, 6.3);8.469223
12.461149;3.6020892;6;;-0.01988221;45;;(3.8, 4.5);8.469223
12.461149;3.6020892;6;;0.1328853;45;;(3.9, 3.5);8.469223
12.5378527;3.6787929;6;;0.074674;30;;(14.8, 6.2);23.49317
12.5378527;3.6787929;6;;0.01041214;30;;(9.0, 5.7);23.49317
12.5378527;3.6787929;6;;-0.3653954;30;;(7.5, 3.8);23.49317
12.5378527;3.6787929;6;;-0.07691832;30;;(10.5, 3.4);23.49317
12.5383542;3.6792944;6;;-0.01041237;30;;(17.0, 3.5);23.49317
12.5383542;3.6792944;6;;0.01709695;45;;(5.1, 3.7);8.469223
12.5383542;3.6792944;6;;-0.1600075;45;;(4.9, 5.5);8.469223
12.5383542;3.6792944;6;;-0.2191974;45;;(4.2, 6.3);8.469223
12.5383542;3.6792944;6;;-0.01709714;45;;(3.8, 4.4);8.469223
12.5383542;3.6792944;6;;0.1600061;45;;(3.9, 3.5);8.469223
12.6195703;3.7605105;6;;0.07902639;30;;(15.0, 6.2);23.49317
12.6195703;3.7605105;6;;-0.01837169;30;;(9.1, 5.8);23.49317
12.6195703;3.7605105;6;;-0.2862506;30;;(7.5, 3.9);23.49317
12.6195703;3.7605105;6;;-0.08127078;30;;(10.3, 3.4);23.49317
12.6195703;3.7605105;6;;0.01832929;30;;(16.8, 3.4);23.49317
12.6200711;3.7610113;6;;-0.0125446;45;;(5.1, 3.8);8.469227
12.6200711;3.7610113;6;;-0.1662376;45;;(4.9, 5.6);8.469227
12.6200711;3.7610113;6;;-0.1095026;45;;(4.2, 6.2);8.469227
12.6200711;3.7610113;6;;0.01254442;45;;(3.8, 4.4);8.469227
12.6200711;3.7610113;6;;0.1662362;45;;(4.0, 3.5);8.469227
12.696274;3.8372142;6;;0.08213386;30;;(15.3, 6.1);23.49317
12.696274;3.8372142;6;;-0.02925256;30;;(9.3, 5.8);23.49317
12.6967755;3.8377157;6;;-0.2062228;30;;(7.5, 3.9);23.49317
12.6967755;3.8377157;6;;-0.08437792;30;;(10.1, 3.4);23.49317
12.6967755;3.8377157;6;;0.02918761;30;;(16.5, 3.4);23.49317
12.6967755;3.8377157;6;;-0.02328157;45;;(5.2, 3.9);8.469223
12.6967755;3.8377157;6;;-0.1696431;45;;(4.8, 5.7);8.469223
12.6967755;3.8377157;6;;-0.01579292;45;;(4.1, 6.2);8.469223
12.6972765;3.8382167;6;;0.0232814;45;;(3.8, 4.3);8.469223
12.6972765;3.8382167;6;;0.1696417;45;;(4.0, 3.4);8.469223
12.7764878;3.917428;6;;0.08880525;30;;(15.6, 6.1);23.49317
12.7764878;3.917428;6;;-0.03299011;30;;(9.4, 5.9);23.49317
12.7769891;3.9179293;6;;-0.1431149;30;;(7.5, 4.0);23.49317
12.7769891;3.9179293;6;;-0.09104885;30;;(9.9, 3.4);23.49317
12.7769891;3.9179293;6;;0.03290194;30;;(16.3, 3.4);23.49317
12.7769891;3.9179293;6;;-0.02985875;45;;(5.2, 4.0);8.469223
12.7769891;3.9179293;6;;-0.1260357;45;;(4.8, 5.8);8.469223
12.7769891;3.9179293;6;;0.05719016;45;;(4.1, 6.1);8.469223
12.7774903;3.9184305;6;;0.0298586;45;;(3.8, 4.2);8.469223
12.7774903;3.9184305;6;;0.1260351;45;;(4.0, 3.4);8.469223
12.8431648;3.984105;6;;0.09859177;30;;(15.8, 6.0);23.49317
12.8431648;3.984105;6;;-0.05731327;30;;(9.6, 6.0);23.49317
12.8431648;3.984105;6;;-0.08101219;30;;(7.5, 4.0);23.49317
12.8431648;3.984105;6;;-0.1008349;30;;(9.7, 3.4);23.49317
12.8431648;3.984105;6;;0.05724208;30;;(16.1, 3.4);23.49317
12.8436663;3.9846065;6;;-0.05964285;45;;(5.2, 4.0);8.469223
12.8436663;3.9846065;6;;-0.08680819;45;;(4.8, 5.9);8.469223
12.8436663;3.9846065;6;;0.1501731;45;;(4.1, 6.0);8.469223
12.8436663;3.9846065;6;;0.05964267;45;;(3.8, 4.1);8.469223
12.8436663;3.9846065;6;;0.08680832;45;;(4.0, 3.4);8.469223
12.9093408;4.050281;6;;0.09258348;30;;(16.0, 6.0);23.49317
12.9093408;4.050281;6;;-0.1167846;30;;(9.7, 6.0);23.49317
12.9093408;4.050281;6;;-0.09026685;30;;(7.5, 4.1);23.49317
12.9093408;4.050281;6;;-0.09482656;30;;(9.6, 3.4);23.49317
12.9093408;4.050281;6;;0.1167054;30;;(15.8, 3.4);23.49317
12.9098426;4.0507828;6;;-0.1177351;45;;(5.2, 4.1);8.469227
12.9098426;4.0507828;6;;-0.09299561;45;;(4.7, 6.0);8.469227
12.9098426;4.0507828;6;;0.187438;45;;(4.0, 5.9);8.469227
12.9098426;4.0507828;6;;0.117735;45;;(3.8, 4.0);8.469227
12.9098426;4.0507828;6;;0.0929957;45;;(4.1, 3.4);8.469227
12.9885521;4.1294923;6;;0.1249638;30;;(16.3, 5.9);23.49317
12.9885521;4.1294923;6;;-0.1063331;30;;(9.9, 6.1);23.49317
12.9885521;4.1294923;6;;-0.1241534;30;;(7.5, 4.1);23.49317
12.9885521;4.1294923;6;;-0.1272069;30;;(9.4, 3.4);23.49317
12.9890526;4.1299928;6;;0.106254;30;;(15.6, 3.4);23.49317
12.9890526;4.1299928;6;;-0.1052203;45;;(5.2, 4.2);8.469223
12.9890526;4.1299928;6;;-0.1242394;45;;(4.7, 6.1);8.469223
12.9890526;4.1299928;6;;0.1884186;45;;(4.0, 5.8);8.469223
12.9890526;4.1299928;6;;0.1052203;45;;(3.8, 3.9);8.469223
12.9890526;4.1299928;6;;0.1242395;45;;(4.1, 3.4);8.469223
13.0622471;4.2031873;6;;0.1436474;30;;(16.6, 5.8);23.49317
13.0622471;4.2031873;6;;-0.169662;30;;(10.1, 6.1);23.49317
13.0622471;4.2031873;6;;-0.1767957;30;;(7.5, 4.2);23.49317
13.0622471;4.2031873;6;;-0.1458905;30;;(9.3, 3.4);23.49317
13.0627487;4.2036889;6;;0.169583;30;;(15.3, 3.4);23.49317
13.0627487;4.2036889;6;;-0.1329035;45;;(5.2, 4.3);8.469223
13.0627487;4.2036889;6;;-0.1387105;45;;(4.6, 6.2);8.469223
13.0627487;4.2036889;6;;0.2198519;45;;(4.0, 5.7);8.469223
13.0627487;4.2036889;6;;0.1329036;45;;(3.8, 3.9);8.469223
13.0632502;4.2041904;6;;0.1387106;45;;(4.1, 3.4);8.469223
13.1409569;4.2818971;6;;0.1551128;30;;(16.8, 5.7);23.49317
13.1414584;4.2823986;6;;-0.2151709;30;;(10.3, 6.2);23.49317
13.1414584;4.2823986;6;;-0.1886308;30;;(7.5, 4.3);23.49317
13.1414584;4.2823986;6;;-0.1573559;30;;(9.1, 3.4);23.49317
13.1414584;4.2823986;6;;0.2150919;30;;(15.0, 3.4);23.49317
13.1414584;4.2823986;6;;-0.1774114;45;;(5.1, 4.4);8.469223
13.1414584;4.2823986;6;;-0.1495511;45;;(4.6, 6.2);8.469223
13.1419597;4.2828999;6;;0.2261355;45;;(4.0, 5.6);8.469223
13.1419597;4.2828999;6;;0.1774115;45;;(3.8, 3.8);8.469223
13.1419597;4.2828999;6;;0.1495512;45;;(4.2, 3.4);8.469223
13.2176606;4.3586008;6;;0.1521372;30;;(17.1, 5.7);23.49318
13.2176606;4.3586008;6;;-0.2550947;30;;(10.5, 6.2);23.49318
13.2181618;4.359102;6;;-0.2183672;30;;(7.5, 4.3);23.49318
13.2181618;4.359102;6;;-0.1543804;30;;(8.9, 3.5);23.49318
13.2181618;4.359102;6;;0.2550157;30;;(14.7, 3.4);23.49318
13.2181618;4.359102;6;;-0.1885488;45;;(5.1, 4.5);8.469223
13.2181618;4.359102;6;;-0.1521229;45;;(4.6, 6.3);8.469223
13.2181618;4.359102;6;;0.2450431;45;;(3.9, 5.5);8.469223
13.2181618;4.359102;6;;0.1885479;45;;(3.8, 3.7);8.469223
13.2186636;4.3596038;6;;0.152123;45;;(4.2, 3.4);8.469223
13.3038899;4.4448301;6;;0.1364724;30;;(17.3, 5.6);23.49319
13.3038899;4.4448301;6;;-0.2246676;30;;(10.7, 6.3);23.49319
13.3038899;4.4448301;6;;-0.199904;30;;(7.5, 4.4);23.49319
13.3043912;4.4453314;6;;-0.1387156;30;;(8.8, 3.5);23.49319
13.3043912;4.4453314;6;;0.2245885;30;;(14.5, 3.4);23.49319
13.3043912;4.4453314;6;;-0.1615833;45;;(5.1, 4.5);8.469227
13.3043912;4.4453314;6;;-0.1391774;45;;(4.5, 6.3);8.469227
13.3043912;4.4453314;6;;0.2179813;45;;(3.9, 5.4);8.469227
13.3043912;4.4453314;6;;0.1615838;45;;(3.8, 3.6);8.469227
13.3043912;4.4453314;6;;0.1391787;45;;(4.3, 3.4);8.469227
13.366557;4.5074972;6;;0.1204165;30;;(17.5, 5.5);23.49317
13.366557;4.5074972;6;;-0.1944393;30;;(10.9, 6.3);23.49317
13.366557;4.5074972;6;;-0.1848927;30;;(7.6, 4.4);23.49317
13.366557;4.5074972;6;;-0.1226599;30;;(8.7, 3.5);23.49317
13.366557;4.5074972;6;;0.1943601;30;;(14.3, 3.4);23.49317
13.367058;4.5079982;6;;-0.1298429;45;;(5.1, 4.6);8.469227
13.367058;4.5079982;6;;-0.1232023;45;;(4.5, 6.4);8.469227
13.367058;4.5079982;6;;0.1922848;45;;(3.9, 5.3);8.469227
13.367058;4.5079982;6;;0.129843;45;;(3.8, 3.6);8.469227
13.367058;4.5079982;6;;0.1232035;45;;(4.3, 3.4);8.469227
13.4392503;4.5801905;6;;0.101083;30;;(17.7, 5.4);23.49317
13.4392503;4.5801905;6;;-0.1793514;30;;(11.1, 6.3);23.49317
13.4392503;4.5801905;6;;-0.1486576;30;;(7.6, 4.5);23.49317
13.4392503;4.5801905;6;;-0.101082;30;;(8.6, 3.5);23.49317
13.4392503;4.5801905;6;;0.1792721;30;;(14.0, 3.4);23.49317
13.4397515;4.5806917;6;;-0.1324009;45;;(5.1, 4.8);8.469223
13.4397515;4.5806917;6;;-0.1008887;45;;(4.4, 6.4);8.469223
13.4397515;4.5806917;6;;0.1777591;45;;(3.9, 5.1);8.469223
13.4397515;4.5806917;6;;0.1324007;45;;(3.8, 3.6);8.469223
13.4397515;4.5806917;6;;0.1008899;45;;(4.3, 3.4);8.469223
13.5204666;4.6614068;6;;0.1052777;30;;(17.9, 5.4);23.49317
13.5204666;4.6614068;6;;-0.1480684;30;;(11.4, 6.4);23.49317
13.5204666;4.6614068;6;;-0.139137;30;;(7.7, 4.6);23.49317
13.5209671;4.6619073;6;;-0.1052766;30;;(8.4, 3.5);23.49317
13.5209671;4.6619073;6;;0.1480312;30;;(13.7, 3.4);23.49317
13.5209671;4.6619073;6;;-0.1139632;45;;(5.1, 4.9);8.469223
13.5209671;4.6619073;6;;-0.1081283;45;;(4.4, 6.4);8.469223
13.5209671;4.6619073;6;;0.1479692;45;;(3.8, 5.0);8.469223
13.5209671;4.6619073;6;;0.1139631;45;;(3.8, 3.6);8.469223
13.5209671;4.6619073;6;;0.1081295;45;;(4.4, 3.4);8.469223
13.5986739;4.7396141;6;;0.1116949;30;;(18.2, 5.3);23.49317
13.5986739;4.7396141;6;;-0.1021886;30;;(11.6, 6.4);23.49317
13.5986739;4.7396141;6;;-0.1000237;30;;(7.7, 4.6);23.49317
13.5991751;4.7401153;6;;-0.1116942;30;;(8.3, 3.5);23.49317
13.5991751;4.7401153;6;;0.102174;30;;(13.4, 3.4);23.49317
13.5991751;4.7401153;6;;-0.1133417;45;;(5.0, 5.0);8.469223
13.5991751;4.7401153;6;;-0.1175485;45;;(4.4, 6.4);8.469223
13.5991751;4.7401153;6;;0.1021349;45;;(3.8, 4.9);8.469223
13.5991751;4.7401153;6;;0.1133415;45;;(3.9, 3.5);8.469223
13.5991751;4.7401153;6;;0.1175496;45;;(4.4, 3.4);8.469223
13.6773834;4.8183236;6;;0.1147033;30;;(18.4, 5.2);23.49316
13.6773834;4.8183236;6;;-0.05860679;30;;(11.8, 6.4);23.49316
13.6773834;4.8183236;6;;-0.05278957;30;;(7.8, 4.7);23.49316
13.6773834;4.8183236;6;;-0.114703;30;;(8.2, 3.5);23.49316
13.6773834;4.8183236;6;;0.05861534;30;;(13.1, 3.4);23.49316
13.6773834;4.8183236;6;;-0.1203135;45;;(5.0, 5.2);8.469227
13.6778849;4.8188251;6;;-0.1233054;45;;(4.3, 6.4);8.469227
13.6778849;4.8188251;6;;0.05868705;45;;(3.8, 4.7);8.469227
13.6778849;4.8188251;6;;0.1203133;45;;(3.9, 3.5);8.469227
13.6778849;4.8188251;6;;0.1233066;45;;(4.5, 3.4);8.469227
13.7535858;4.894526;6;;0.1229196;30;;(18.5, 5.1);23.49316
13.7535858;4.894526;6;;-0.02708278;30;;(12.1, 6.4);23.49316
13.7535858;4.894526;6;;-0.0373348;30;;(7.9, 4.8);23.49316
13.7535858;4.894526;6;;-0.1229199;30;;(8.1, 3.5);23.49316
13.7535858;4.894526;6;;0.02707308;30;;(12.9, 3.4);23.49316
13.7535858;4.894526;6;;-0.1127016;45;;(5.0, 5.3);8.469223
13.7535858;4.894526;6;;-0.1172873;45;;(4.3, 6.4);8.469223
13.7540878;4.895028;6;;0.02837169;45;;(3.8, 4.6);8.469223
13.7540878;4.895028;6;;0.1127015;45;;(3.9, 3.5);8.469223
13.7540878;4.895028;6;;0.1172884;45;;(4.5, 3.4);8.469223
13.8343009;4.9752411;6;;0.1129422;30;;(18.7, 5.0);23.49316
13.8343009;4.9752411;6;;0.01316718;30;;(12.3, 6.4);23.49316
13.8343009;4.9752411;6;;0.0129747;30;;(7.9, 4.9);23.49316
13.8343009;4.9752411;6;;-0.1129424;30;;(8.0, 3.5);23.49316
13.8348019;4.9757421;6;;-0.01317066;30;;(12.6, 3.4);23.49316
13.8348019;4.9757421;6;;-0.1139164;45;;(4.9, 5.4);8.469227
13.8348019;4.9757421;6;;-0.1115881;45;;(4.2, 6.3);8.469227
13.8348019;4.9757421;6;;-0.01159014;45;;(3.8, 4.5);8.469227
13.8348019;4.9757421;6;;0.1139162;45;;(3.9, 3.5);8.469227
13.8353032;4.9762434;6;;0.1115893;45;;(4.5, 3.4);8.469227
13.9140129;5.0549531;6;;0.1242342;30;;(18.9, 4.9);23.49317
13.9140129;5.0549531;6;;0.0443681;30;;(12.6, 6.4);23.49317
13.9140129;5.0549531;6;;0.04173336;30;;(8.0, 5.0);23.49317
13.914515;5.0554552;6;;-0.1242346;30;;(7.9, 3.6);23.49317
13.914515;5.0554552;6;;-0.0443739;30;;(12.4, 3.4);23.49317
13.914515;5.0554552;6;;-0.1222421;45;;(4.9, 5.6);8.469223
13.914515;5.0554552;6;;-0.1117427;45;;(4.2, 6.3);8.469223
13.914515;5.0554552;6;;-0.04336373;45;;(3.8, 4.4);8.469223
13.915016;5.0559562;6;;0.1222417;45;;(3.9, 3.5);8.469223
13.915016;5.0559562;6;;0.1117438;45;;(4.6, 3.4);8.469223
13.9897138;5.130654;6;;0.1336735;30;;(19.0, 4.8);23.49317
13.9902156;5.1311558;6;;0.07638573;30;;(12.9, 6.4);23.49317
13.9902156;5.1311558;6;;0.07635935;30;;(8.1, 5.1);23.49317
13.9902156;5.1311558;6;;-0.1336738;30;;(7.9, 3.6);23.49317
13.9902156;5.1311558;6;;-0.07639457;30;;(12.1, 3.4);23.49317
13.9902156;5.1311558;6;;-0.1370023;45;;(4.9, 5.7);8.469227
13.9902156;5.1311558;6;;-0.09679254;45;;(4.2, 6.2);8.469227
13.9902156;5.1311558;6;;-0.07400736;45;;(3.8, 4.3);8.469227
13.9902156;5.1311558;6;;0.1370019;45;;(4.0, 3.4);8.469227
13.9907171;5.1316573;6;;0.09679368;45;;(4.6, 3.4);8.469227
14.0684233;5.2093635;6;;0.1434216;30;;(19.2, 4.7);23.49318
14.0689248;5.209865;6;;0.09405135;30;;(13.1, 6.4);23.49318
14.0689248;5.209865;6;;0.07610151;30;;(8.2, 5.2);23.49318
14.0689248;5.209865;6;;-0.1434219;30;;(7.8, 3.6);23.49318
14.0689248;5.209865;6;;-0.09406019;30;;(11.9, 3.4);23.49318
14.0694259;5.2103661;6;;-0.1439966;45;;(4.8, 5.8);8.469227
14.0694259;5.2103661;6;;-0.08358216;45;;(4.1, 6.1);8.469227
14.0694259;5.2103661;6;;-0.07567944;45;;(3.8, 4.2);8.469227
14.0694259;5.2103661;6;;0.1439962;45;;(4.0, 3.4);8.469227
14.0694259;5.2103661;6;;0.08358331;45;;(4.7, 3.4);8.469227
14.1446257;5.2855659;6;;0.1563636;30;;(19.3, 4.6);23.49317
14.1446257;5.2855659;6;;0.1452285;30;;(13.4, 6.4);23.49317
14.1446257;5.2855659;6;;0.126789;30;;(8.3, 5.3);23.49317
14.1446257;5.2855659;6;;-0.1563638;30;;(7.7, 3.6);23.49317
14.1446257;5.2855659;6;;-0.1452373;30;;(11.6, 3.4);23.49317
14.1446257;5.2855659;6;;-0.1596604;45;;(4.8, 5.9);8.469223
14.145127;5.2860672;6;;-0.09601164;45;;(4.1, 6.1);8.469223
14.145127;5.2860672;6;;-0.1234599;45;;(3.8, 4.1);8.469223
14.145127;5.2860672;6;;0.1596611;45;;(4.0, 3.4);8.469223
14.145127;5.2860672;6;;0.09601277;45;;(4.7, 3.4);8.469223
14.222834;5.3637742;6;;0.1780985;30;;(19.4, 4.6);23.49318
14.222834;5.3637742;6;;0.1762424;30;;(13.7, 6.4);23.49318
14.222834;5.3637742;6;;0.1503581;30;;(8.4, 5.3);23.49318
14.223335;5.3642752;6;;-0.1780987;30;;(7.7, 3.6);23.49318
14.223335;5.3642752;6;;-0.1764081;30;;(11.4, 3.4);23.49318
14.223335;5.3642752;6;;-0.178122;45;;(4.7, 6.0);8.469223
14.223335;5.3642752;6;;-0.1114364;45;;(4.0, 6.0);8.469223
14.223335;5.3642752;6;;-0.1503007;45;;(3.8, 4.0);8.469223
14.223335;5.3642752;6;;0.1781212;45;;(4.1, 3.4);8.469223
14.223335;5.3642752;6;;0.1114363;45;;(4.8, 3.4);8.469223
14.3105668;5.451507;6;;0.1953325;30;;(19.5, 4.5);23.49317
14.3105668;5.451507;6;;0.2048669;30;;(13.9, 6.3);23.49317
14.3110689;5.4520091;6;;0.1762286;30;;(8.6, 5.4);23.49317
14.3110689;5.4520091;6;;-0.1953326;30;;(7.6, 3.7);23.49317
14.3110689;5.4520091;6;;-0.2051457;30;;(11.1, 3.4);23.49317
14.3110689;5.4520091;6;;-0.1952604;45;;(4.7, 6.1);8.469227
14.3110689;5.4520091;6;;-0.1251027;45;;(4.0, 5.9);8.469227
14.3110689;5.4520091;6;;-0.1723431;45;;(3.8, 4.0);8.469227
14.3115701;5.4525103;6;;0.1952601;45;;(4.1, 3.4);8.469227
14.3115701;5.4525103;6;;0.1251027;45;;(4.8, 3.4);8.469227
14.3827593;5.5236995;6;;0.2029024;30;;(19.6, 4.4);23.49317
14.3827593;5.5236995;6;;0.2083761;30;;(14.2, 6.3);23.49317
14.3827593;5.5236995;6;;0.1985268;30;;(8.7, 5.5);23.49317
14.3832609;5.5242011;6;;-0.2029024;30;;(7.6, 3.7);23.49317
14.3832609;5.5242011;6;;-0.2086979;30;;(10.9, 3.4);23.49317
14.3832609;5.5242011;6;;-0.2050146;45;;(4.7, 6.2);8.469223
14.3832609;5.5242011;6;;-0.1518118;45;;(4.0, 5.8);8.469223
14.3832609;5.5242011;6;;-0.1657737;45;;(3.8, 3.9);8.469223
14.3832609;5.5242011;6;;0.2050146;45;;(4.1, 3.4);8.469223
14.3837624;5.5247026;6;;0.1518118;45;;(4.8, 3.4);8.469223
14.4604663;5.6014065;6;;0.2103898;30;;(19.7, 4.4);23.49318
14.4609671;5.6019073;6;;0.2223508;30;;(14.5, 6.3);23.49318
14.4609671;5.6019073;6;;0.2309433;30;;(8.8, 5.6);23.49318
14.4609671;5.6019073;6;;-0.2103897;30;;(7.5, 3.8);23.49318
14.4609671;5.6019073;6;;-0.2226352;30;;(10.7, 3.4);23.49318
14.4609671;5.6019073;6;;-0.2078498;45;;(4.6, 6.2);8.469219
14.4609671;5.6019073;6;;-0.1757639;45;;(4.0, 5.6);8.469219
14.4609671;5.6019073;6;;-0.1537834;45;;(3.8, 3.8);8.469219
14.4614683;5.6024085;6;;0.2078498;45;;(4.2, 3.4);8.469219
14.4614683;5.6024085;6;;0.1757639;45;;(4.9, 3.5);8.469219
